"address","price","postal_code","residence_type","floor_size","number_of_bathrooms","number_of_bedrooms","street_address","latitude","longitude","year_built","garage","pool","house_type"
"210 Lincoln St #301, Boston, MA 02111 - Condo For Sale","1139000","2111","SingleFamilyResidence","1508","2","2","210 Lincoln St #301","42.350135","-71.058539","1899","0","No","condominium"
"362 Meridian St #1, Boston, MA 02128 - Condo For Sale","779999","2128","SingleFamilyResidence","1374","2","3","362 Meridian St #1","42.37905","-71.039488","2023","0","0.07 acres","condominium"
"141 Dorchester Ave #210, Boston, MA 02127 - Condo For Sale","990000","2127","SingleFamilyResidence","1286","2","2","141 Dorchester Ave #210","42.341918","-71.057438","2007","1","community-pool","condominium"
"257 Commonwealth Ave #1, Boston, MA 02116 - Condo For Sale","2185000","2116","SingleFamilyResidence","1852","2","2","257 Commonwealth Ave #1","42.350842","-71.083716","1888","0","No","condominium"
"10 Rowes Wharf #901, Boston, MA 02110 - Condo For Sale","4375000","2110","SingleFamilyResidence","1933","2 / 1","2","10 Rowes Wharf #901","42.356875","-71.050333","1987","1","No","condominium"
"20 Penniman Rd #307, Boston, MA 02134 - Condo For Sale","859000","2134","SingleFamilyResidence","960","1","2","20 Penniman Rd #307","42.355734","-71.136135","2018","1","No","condominium"
"228 Beacon St #1A, Boston, MA 02116 - Condo For Sale","899000","2116","SingleFamilyResidence","858","2","1","228 Beacon St #1A","42.353903","-71.078819","1890","0","0.02 acres","condominium"
"240 Devonshire St #4014, Boston, MA 02110 - Condo For Sale","2375000","2110","SingleFamilyResidence","1258","2","2","240 Devonshire St #4014","42.35458","-71.057112","2023","1","community-pool","condominium"
"240 Devonshire St #4007, Boston, MA 02110 - Condo For Sale","1495000","2110","SingleFamilyResidence","781","1 / 1","1","240 Devonshire St #4007","42.35458","-71.057112","2023","0","community-pool","condominium"
"360 Newbury St #605, Boston, MA 02115 - Condo For Sale","1599000","2115","SingleFamilyResidence","1330","2","2","360 Newbury St #605","42.347934","-71.087755","1918","1","No","condominium"
"21 Wormwood St #310, Boston, MA 02210 - Condo For Sale","799900","2210","SingleFamilyResidence","783","1","1","21 Wormwood St #310","42.347103","-71.050135","1900","1","No","condominium"
"56 Commonwealth Ave #55, Boston, MA 02116 - Condo For Sale","459000","2116","SingleFamilyResidence","335","1","0","56 Commonwealth Ave #55","42.352477","-71.074233","1850","0","0.01 acres","condominium"
"329 Commonwealth Ave #5, Boston, MA 02115 - Home For Sale","4995000","2115","SingleFamilyResidence","2450","3","3","329 Commonwealth Ave #5","42.349899","-71.087323","1870","2","No","home"
"1000 Centre St #2, Boston, MA 02130 - Condo For Sale","619000","2130","SingleFamilyResidence","1008","1 / 1","2","1000 Centre St #2","42.306085","-71.123765","1885","2","0.02 acres","condominium"
"257 W 3rd St #1, Boston, MA 02127 - Condo For Sale","1649000","2127","SingleFamilyResidence","1953","2 / 1","3","257 W 3rd St #1","42.338269","-71.048229","2007","2","No","condominium"
"1 Charles St S #1401, Boston, MA 02116 - Condo For Sale","999000","2116","SingleFamilyResidence","725","1","1","1 Charles St S #1401","42.351175","-71.067323","2004","1","No","condominium"
"500 Atlantic Ave #PH20L, Boston, MA 02210 - Condo For Sale","1675000","2210","SingleFamilyResidence","1257","2","2","500 Atlantic Ave #PH20L","42.353854","-71.052002","2006","1","No","condominium"
"274 Beacon St #4F, Boston, MA 02116 - Condo For Sale","1999000","2116","SingleFamilyResidence","1890","2","2","274 Beacon St #4F","42.353517","-71.080999","1929","1","No","condominium"
"3531 Washington St #315, Boston, MA 02130 - Condo For Sale","839000","2130","SingleFamilyResidence","1170","2","2","3531 Washington St #315","42.305518","-71.109085","2020","1","No","condominium"
"771 Harrison Ave #105, Boston, MA 02118 - Condo For Sale","1349000","2118","SingleFamilyResidence","1793","2 / 1","3","771 Harrison Ave #105","42.336939","-71.072993","2020","1","No","condominium"
"44 Bowdoin Ave #3, Dorchester, MA 02121 - Condo For Sale","549999","2121","SingleFamilyResidence","1450","1 / 1","3","44 Bowdoin Ave #3","42.300339","-71.072331","1905","0","No","condominium"
"2 Commonwealth Ave #15F, Boston, MA 02116 - Condo For Sale","13900000","2116","SingleFamilyResidence","3657","2 / 1","2","2 Commonwealth Ave #15F","42.348768","-71.097248","1982","2","No","condominium"
"176 Magnolia St #B, Boston, MA 02125 - Condo For Sale","499000","2125","SingleFamilyResidence","1254","2","3","176 Magnolia St #B","42.312721","-71.072623","2006","0","No","condominium"
"110 Stuart St #23I, Boston, MA 02116 - Condo For Sale","650000","2116","SingleFamilyResidence","512","1","0","110 Stuart St #23I","42.350935","-71.065594","2009","0","No","condominium"
"32 Perkins St #1, Boston, MA 02130 - Condo For Sale","1249000","2130","SingleFamilyResidence","2586","3 / 1","4","32 Perkins St #1","42.321515","-71.111662","1898","0","0.15 acres","condominium"
"29 Tilesboro St, Boston, MA 02122 - Condo For Sale","925000","2122","SingleFamilyResidence","1752","2","3","29 Tilesboro St","42.294496","-71.050279","2022","2","community-pool","condominium"
"364 Neponset Ave #7, Boston, MA 02122 - Condo For Sale","868500","2122","SingleFamilyResidence","1616","2 / 1","3","364 Neponset Ave #7","42.287098","-71.045261","2017","2","No","condominium"
"266 Lamartine St #3, Boston, MA 02130 - Condo For Sale","919900","2130","SingleFamilyResidence","1812","3","2","266 Lamartine St #3","42.313856","-71.106718","2016","0","No","condominium"
"133 Seaport Blvd #2107, Boston, MA 02210 - Condo For Sale","1289000","2210","SingleFamilyResidence","812","1 / 1","1","133 Seaport Blvd #2107","42.350739","-71.043489","2019","1","community-pool","condominium"
"135 Seaport Blvd #2203, Boston, MA 02210 - Condo For Sale","1975000","2210","SingleFamilyResidence","1044","2","2","135 Seaport Blvd #2203","42.350824","-71.043665","2020","2","community-pool","condominium"
"411 E 3rd St #3, Boston, MA 02127 - Condo For Sale","1475000","2127","SingleFamilyResidence","1836","2 / 1","2","411 E 3rd St #3","42.336215","-71.043694","2023","0","No","condominium"
"430 Stuart St #1506, Boston, MA 02116 - Condo For Sale","1199000","2116","SingleFamilyResidence","426","1","0","430 Stuart St #1506","42.348603","-71.075043","2023","0","community-pool","condominium"
"249 A St #25, Boston, MA 02210 - Home For Sale","850000","2210","SingleFamilyResidence","1782","1","2","249 A St #25","42.347045","-71.050992","1900","0","No","home"
"45 Lewis St #201, Boston, MA 02128 - Condo For Sale","899000","2128","SingleFamilyResidence","883","1","2","45 Lewis St #201","42.366874","-71.041594","2020","1","No","condominium"
"580 Washington St #202, Boston, MA 02111 - Condo For Sale","1950000","2111","SingleFamilyResidence","1703","2","3","580 Washington St #202","42.35328","-71.062351","2013","1","0.04 acres","condominium"
"500 Atlantic Ave #PH20K, Boston, MA 02210 - Condo For Sale","9000000","2210","SingleFamilyResidence","4768","4 / 1","4","500 Atlantic Ave #PH20K","42.353854","-71.052002","2006","3","No","condominium"
"566 Commonwealth Ave #706, Boston, MA 02215 - Home For Sale","749000","2215","SingleFamilyResidence","1101","2","2","566 Commonwealth Ave #706","42.348723","-71.098858","1968","1","community-pool","home"
"30 Dighton St #2, Brighton, MA 02135 - Condo For Sale","1189000","2135","SingleFamilyResidence","2484","2 / 1","3","30 Dighton St #2","42.348184","-71.154847","2023","0","No","condominium"
"38 S Russell St #3, Boston, MA 02114 - Condo For Sale","1795000","2114","SingleFamilyResidence","1385","2 / 1","2","38 S Russell St #3","42.360108","-71.065846","2017","1","No","condominium"
"11 Radford Pl, Boston, MA 02136 - Single-Family Home For Sale","669000","2136","SingleFamilyResidence","2100","2","3","11 Radford Pl","42.254434","-71.127375","1870","0","0.09 acres","single-family-home"
"10 Sterling Sq, South Boston, MA 02127 - Single-Family Home For Sale","1500000","2127","SingleFamilyResidence","2800","2 / 1","4","10 Sterling Sq","42.269029","-71.151921","2023","1","0.16 acres","single-family-home"
"2679 Washington St, Boston, MA 02119 - Single-Family Home For Sale","640000","2119","SingleFamilyResidence","1890","2 / 1","4","2679 Washington St","42.323899","-71.089355","1905","0","0.04 acres","single-family-home"
"121 Nonantum St #A, Boston, MA 02135 - Condo For Sale","1050000","2135","SingleFamilyResidence","2684","2 / 1","3","121 Nonantum St #A","42.350254","-71.173099","2002","1","0.28 acres","condominium"
"820R E 6th St, South Boston, MA 02127 - Single-Family Home For Sale","1472500","2127","SingleFamilyResidence","1550","2","2","820R E 6th St","42.333596","-71.027545","1924","0","0.08 acres","single-family-home"
"610 Rutherford Ave #501, Boston, MA 02129 - Condo For Sale","910000","2129","SingleFamilyResidence","1209","2","2","610 Rutherford Ave #501","42.383561","-71.073942","2020","1","No","condominium"
"1 W Hill Pl, Boston, MA 02114 - Single-Family Home For Sale","8750000","2114","SingleFamilyResidence","4838","5 / 2","5","1 W Hill Pl","42.360369","-71.071527","1918","0","0.03 acres","single-family-home"
"1008-1010 River Street #1, Boston, MA 02136 - Condo For Sale","500000","2136","SingleFamilyResidence","1100","2","3","1008-1010 River Street #1","42.260308","-71.115414","2017","0","0.11 acres","condominium"
"1 Huntington Ave #408, Boston, MA 02116 - Condo For Sale","2375000","2116","SingleFamilyResidence","1588","2","2","1 Huntington Ave #408","42.348698","-71.078213","1999","1","No","condominium"
"73 Marlborough St, Boston, MA 02116 - Condo For Sale","4195000","2116","SingleFamilyResidence","2150","2 / 1","3","73 Marlborough St","42.353938","-71.075614","1850","0","0.05 acres","condominium"
"1217 Hyde Park Ave, Boston, MA 02136 - Land For Sale","5000000","2136","SingleFamilyResidence","0","0","0","1217 Hyde Park Ave","42.257213","-71.124237","not available","0","0.57 acres","land"
"65 E India Row #23B, Boston, MA 02110 - Condo For Sale","1725000","2110","SingleFamilyResidence","1630","2 / 1","2","65 E India Row #23B","42.35767","-71.050486","1972","0","0.03 acres","condominium"
"143 W Brookline St #204, Boston, MA 02118 - Condo For Sale","900000","2118","SingleFamilyResidence","960","1","2","143 W Brookline St #204","42.341906","-71.074807","1989","1","No","condominium"
"150 Seaport Blvd #PH2A, Boston, MA 02210 - Condo For Sale","3125000","2210","SingleFamilyResidence","1128","1 / 1","1","150 Seaport Blvd #PH2A","42.350754","-71.042766","2022","1","community-pool","condominium"
"150 Seaport Blvd #PH2B, Boston, MA 02210 - Condo For Sale","4600000","2210","SingleFamilyResidence","1498","2 / 1","2","150 Seaport Blvd #PH2B","42.350754","-71.042766","2022","2","community-pool","condominium"
"150 Seaport Blvd #PH2F, Boston, MA 02210 - Condo For Sale","6975000","2210","SingleFamilyResidence","2509","2 / 1","2","150 Seaport Blvd #PH2F","42.350754","-71.042766","2022","2","community-pool","condominium"
"150 Seaport Blvd #PH2C, Boston, MA 02210 - Condo For Sale","9650000","2210","SingleFamilyResidence","2585","3 / 1","3","150 Seaport Blvd #PH2C","42.350754","-71.042766","2022","2","community-pool","condominium"
"580 E Broadway #4, South Boston, MA 02127 - Condo For Sale","919000","2127","SingleFamilyResidence","977","2","2","580 E Broadway #4","42.335708","-71.040944","2021","1","No","condominium"
"173 Magnolia St #9, Boston, MA 02125 - Condo For Sale","595000","2125","SingleFamilyResidence","1065","2","2","173 Magnolia St #9","42.312926","-71.072924","2022","0","No","condominium"
"2 Hawthorne Pl #9R, Boston, MA 02114 - Condo For Sale","636000","2114","SingleFamilyResidence","941","1","1","2 Hawthorne Pl #9R","42.363708","-71.066215","1967","1","community-pool","condominium"
"232 Allandale Rd #1D, Chestnut Hill, MA 02467 - Condo For Sale","1469000","2467","SingleFamilyResidence","2661","2 / 1","2","232 Allandale Rd #1D","42.301583","-71.139251","1989","2","0.06 acres","condominium"
"50 Liberty Dr #3B, Boston, MA 02210 - Condo For Sale","5995000","2210","SingleFamilyResidence","2081","2 / 1","2","50 Liberty Dr #3B","42.354408","-71.044464","2018","2","No","condominium"
"5 Sterling Sq, South Boston, MA 02127 - Single-Family Home For Sale","1650000","2127","SingleFamilyResidence","3200","2 / 1","4","5 Sterling Sq","42.269436","-71.151878","2023","2","0.34 acres","single-family-home"
"476 Massachusetts Ave #2, Boston, MA 02118 - Condo For Sale","1295000","2118","SingleFamilyResidence","1269","1 / 1","2","476 Massachusetts Ave #2","42.340022","-71.080674","1899","1","0.03 acres","condominium"
"10 Farnsworth St #4B, Boston, MA 02210 - Condo For Sale","2590000","2210","SingleFamilyResidence","2125","2 / 1","2","10 Farnsworth St #4B","42.351001","-71.048988","2018","1","No","condominium"
"519 E 2nd St #402, Boston, MA 02127 - Condo For Sale","1449900","2127","SingleFamilyResidence","1453","2","3","519 E 2nd St #402","42.336888","-71.042754","2023","1","No","condominium"
"304 Sumner St #2, Boston, MA 02128 - Condo For Sale","735000","2128","SingleFamilyResidence","1293","2","3","304 Sumner St #2","42.367597","-71.03652","1910","0","No","condominium"
"519 E 2nd St #303, Boston, MA 02127 - Condo For Sale","1349900","2127","SingleFamilyResidence","1233","2","2","519 E 2nd St #303","42.336888","-71.042754","2023","1","No","condominium"
"519 E 2nd St #405, Boston, MA 02127 - Condo For Sale","874900","2127","SingleFamilyResidence","699","1","1","519 E 2nd St #405","42.336888","-71.042754","2023","1","No","condominium"
"135 Seaport Blvd #1106, Boston, MA 02210 - Condo For Sale","1725000","2210","SingleFamilyResidence","1011","2","2","135 Seaport Blvd #1106","42.349975","-71.043532","2018","2","community-pool","condominium"
"133 Seaport Blvd #1903, Boston, MA 02210 - Condo For Sale","1950000","2210","SingleFamilyResidence","1062","2","2","133 Seaport Blvd #1903","42.350739","-71.043489","2019","2","community-pool","condominium"
"411 E 3rd St #2, Boston, MA 02127 - Condo For Sale","1249000","2127","SingleFamilyResidence","1445","2","3","411 E 3rd St #2","42.336215","-71.043694","2023","0","No","condominium"
"133 Seaport Blvd #U, Boston, MA 02210 - Condo For Sale","5695000","2210","SingleFamilyResidence","2231","2 / 1","2","133 Seaport Blvd #U","42.350739","-71.043489","2019","2","community-pool","condominium"
"30 Hancock St #M, Boston, MA 02114 - Condo For Sale","1599000","2114","SingleFamilyResidence","1230","2 / 1","3","30 Hancock St #M","42.360092","-71.064286","1850","0","0.03 acres","condominium"
"21 Father Francis Gilday St #406, Boston, MA 02118 - Home For Sale","1085000","2118","SingleFamilyResidence","1278","2","2","21 Father Francis Gilday St #406","42.337222","-71.073129","1858","2","No","home"
"1 Franklin St #PH2D, Boston, MA 02110 - Condo For Sale","5995000","2110","SingleFamilyResidence","2670","2 / 1","2","1 Franklin St #PH2D","42.355715","-71.059183","2016","2","community-pool","condominium"
"133 Seaport Blvd #822, Boston, MA 02210 - Condo For Sale","2499000","2210","SingleFamilyResidence","1285","2 / 1","2","133 Seaport Blvd #822","42.350508","-71.043615","2018","3","community-pool","condominium"
"240 Devonshire St #4311, Boston, MA 02110 - Condo For Sale","1575000","2110","SingleFamilyResidence","882","1","1","240 Devonshire St #4311","42.35458","-71.057112","2023","0","community-pool","condominium"
"10 Nazing St #1, Boston, MA 02121 - Condo For Sale","719000","2121","SingleFamilyResidence","1885","2","4","10 Nazing St #1","42.306184","-71.085282","1900","1","No","condominium"
"12 Nazing St #2, Boston, MA 02121 - Condo For Sale","799000","2121","SingleFamilyResidence","2493","3","5","12 Nazing St #2","42.306177","-71.085319","1900","1","No","condominium"
"580 Washington St #3, Boston, MA 02111 - Condo For Sale","2849000","2111","SingleFamilyResidence","1882","3","3","580 Washington St #3","42.35328","-71.062351","2013","2","0.04 acres","condominium"
"2 Avery St #23G, Boston, MA 02111 - Condo For Sale","1595000","2111","SingleFamilyResidence","1257","2","2","2 Avery St #23G","42.35287","-71.062998","2000","0","0.03 acres","condominium"
"701-703 Massachusetts Ave #19, Boston, MA 02118 - Condo For Sale","509000","2118","SingleFamilyResidence","481","1","1","701-703 Massachusetts Ave #19","42.334955","-71.075568","1899","0","0.01 acres","condominium"
"290 North St #1, Boston, MA 02113 - Condo For Sale","2100000","2113","SingleFamilyResidence","2216","2 / 1","3","290 North St #1","42.364063","-71.052121","1941","1","community-pool","condominium"
"4 Soley St, Boston, MA 02129 - Single-Family Home For Sale","3895000","2129","SingleFamilyResidence","3224","3 / 1","4","4 Soley St","42.374099","-71.061876","2019","2","0.03 acres","single-family-home"
"141 Dorchester Ave #613, Boston, MA 02127 - Condo For Sale","1895000","2127","SingleFamilyResidence","2320","2","2","141 Dorchester Ave #613","42.342043","-71.057442","2006","2","0.05 acres","condominium"
"40 Traveler St #206, Boston, MA 02118 - Condo For Sale","975000","2118","SingleFamilyResidence","742","1","1","40 Traveler St #206","42.344318","-71.062452","2018","1","No","condominium"
"1166 Washington St #704-6, Boston, MA 02118 - Condo For Sale","7250000","2118","SingleFamilyResidence","3827","3","4","1166 Washington St #704-6","42.343287","-71.06598","2008","3","0.09 acres","condominium"
"300 Boylston St #704-705, Boston, MA 02116 - Condo For Sale","8700000","2116","SingleFamilyResidence","3482","3","2","300 Boylston St #704-705","42.351864","-71.069825","1988","2","No","condominium"
"765 E 3rd St #305, South Boston, MA 02127 - Condo For Sale","975000","2127","SingleFamilyResidence","1040","2","2","765 E 3rd St #305","42.336482","-71.028854","2023","0","0.23 acres","condominium"
"85 E India Row #22C, Boston, MA 02110 - Condo For Sale","1250000","2110","SingleFamilyResidence","1224","1 / 1","2","85 E India Row #22C","42.358122","-71.049823","1972","0","No","condominium"
"181 Cowper St #202, East Boston, MA 02128 - Condo For Sale","708000","2128","SingleFamilyResidence","1194","2","2","181 Cowper St #202","42.382011","-71.01328","2023","0","No","condominium"
"144 Charles St #2-52, Boston, MA 02114 - Land For Sale","250000","2114","SingleFamilyResidence","0","0","0","144 Charles St #2-52","42.359881","-71.070934","not available","0","No","land"
"23 Tileston, Boston, MA 02113 - Single-Family Home For Sale","2200000","2113","SingleFamilyResidence","2844","4 / 1","4","23 Tileston","42.365563","-71.053874","1890","0","0.01 acres","single-family-home"
"1 Franklin St #3801, Boston, MA 02110 - Condo For Sale","2650000","2110","SingleFamilyResidence","1589","2 / 1","2","1 Franklin St #3801","42.35622","-71.05941","2016","1","community-pool","condominium"
"180 Telford St #506, Boston, MA 02135 - Condo For Sale","615000","2135","SingleFamilyResidence","644","1","1","180 Telford St #506","42.363603","-71.137889","2018","1","community-pool","condominium"
"173 Magnolia St #4, Boston, MA 02125 - Condo For Sale","535000","2125","SingleFamilyResidence","1009","2","2","173 Magnolia St #4","42.312926","-71.072924","2022","0","No","condominium"
"80 Broad St #501, Boston, MA 02110 - Condo For Sale","1149000","2110","SingleFamilyResidence","1105","2","2","80 Broad St #501","42.357677","-71.052727","2006","1","0.03 acres","condominium"
"566 Commonwealth Ave #608, Boston, MA 02215 - Condo For Sale","519000","2215","SingleFamilyResidence","855","1","1","566 Commonwealth Ave #608","42.348723","-71.098858","1968","0","community-pool","condominium"
"765 E 3rd St #408, South Boston, MA 02127 - Condo For Sale","1049000","2127","SingleFamilyResidence","1019","2","2","765 E 3rd St #408","42.336482","-71.028854","2023","0","0.23 acres","condominium"
"340 W 2nd St, Boston, MA 02127 - Condo For Sale","90000","2127","SingleFamilyResidence","1241","2","2","340 W 2nd St","42.338638","-71.046616","2020","1","No","condominium"
"1 Franklin St #3603, Boston, MA 02110 - Condo For Sale","4950000","2110","SingleFamilyResidence","2222","3 / 1","3","1 Franklin St #3603","42.355785","-71.059068","2016","2","No","condominium"
"103 E Brookline St #2, Boston, MA 02118 - Home For Sale","479000","2118","SingleFamilyResidence","349","1","1","103 E Brookline St #2","42.337022","-71.069683","1900","0","0.01 acres","home"
"301 Border St #2I, East Boston, MA 02128 - Condo For Sale","727900","2128","SingleFamilyResidence","912","2","2","301 Border St #2I","42.377929","-71.039795","2023","0","No","condominium"
"301 Border St #3K, East Boston, MA 02128 - Condo For Sale","748900","2128","SingleFamilyResidence","913","2","2","301 Border St #3K","42.377929","-71.039795","2023","1","No","condominium"
"301 Border St #406, East Boston, MA 02128 - Condo For Sale","625900","2128","SingleFamilyResidence","865","1","1","301 Border St #406","42.377929","-71.039795","2023","0","No","condominium"
"65 Lewis St #401, Boston, MA 02128 - Home For Sale","699000","2128","SingleFamilyResidence","749","1","1","65 Lewis St #401","42.367862","-71.041964","2019","0","No","home"
"30 Penniman Rd #U504, Boston, MA 02134 - Condo For Sale","755000","2134","SingleFamilyResidence","843","1","1","30 Penniman Rd #U504","42.355327","-71.136404","2023","1","0.23 acres","condominium"
"249 A St #32, Boston, MA 02210 - Home For Sale","750000","2210","SingleFamilyResidence","1535","1","1","249 A St #32","42.347127","-71.050815","1900","0","No","home"
"11 Rowell St, Boston, MA 02125 - Land For Sale","398000","2125","SingleFamilyResidence","0","0","0","11 Rowell St","42.313331","-71.06401","not available","0","0.08 acres","land"
"15 Waltham St, Boston, MA 02118 - Land For Sale","150000","2118","SingleFamilyResidence","0","0","0","15 Waltham St","42.341537","-71.068513","not available","0","No","land"
"300 Pier 4 Blvd #2M, Boston, MA 02210 - Condo For Sale","2499000","2210","SingleFamilyResidence","1259","2","2","300 Pier 4 Blvd #2M","42.35257","-71.042364","2017","1","No","condominium"
"14 W Broadway #PH903, Boston, MA 02127 - Condo For Sale","2399000","2127","SingleFamilyResidence","2867","3 / 1","4","14 W Broadway #PH903","42.342998","-71.056722","2018","1","No","condominium"
"14 W Broadway #607, Boston, MA 02127 - Condo For Sale","1250000","2127","SingleFamilyResidence","1247","2","2","14 W Broadway #607","42.342882","-71.056764","2018","1","No","condominium"
"180 Telford St #509, Boston, MA 02135 - Condo For Sale","675000","2135","SingleFamilyResidence","738","1","1","180 Telford St #509","42.363599","-71.137889","2018","1","No","condominium"
"380 Harrison Ave #PH1B, Boston, MA 02118 - Condo For Sale","2579000","2118","SingleFamilyResidence","1365","2","2","380 Harrison Ave #PH1B","42.343847","-71.063695","2021","1","community-pool","condominium"
"380 Harrison Ave. #UNIT PH2C, Boston, MA 02118 - Condo For Sale","2286000","2118","SingleFamilyResidence","1356","2 / 1","2","380 Harrison Ave. #UNIT PH2C","42.343847","-71.063695","2021","1","community-pool","condominium"
"150 Seaport Blvd #8G, Boston, MA 02210 - Condo For Sale","4100000","2210","SingleFamilyResidence","1691","2 / 1","2","150 Seaport Blvd #8G","42.350754","-71.042766","2022","2","community-pool","condominium"
"273 Beacon St #1, Boston, MA 02116 - Condo For Sale","3250000","2116","SingleFamilyResidence","2500","2 / 1","2","273 Beacon St #1","42.353157","-71.079978","1876","1","No","condominium"
"40 Traveler St #501, Boston, MA 02118 - Condo For Sale","1365000","2118","SingleFamilyResidence","1348","2 / 1","2","40 Traveler St #501","42.344318","-71.062452","2018","1","No","condominium"
"240 Devonshire St #3911, Boston, MA 02110 - Condo For Sale","1495000","2110","SingleFamilyResidence","882","1","1","240 Devonshire St #3911","42.35458","-71.057112","2023","0","community-pool","condominium"
"50 Battery St #308, Boston, MA 02109 - Condo For Sale","2849500","2109","SingleFamilyResidence","1683","2","2","50 Battery St #308","42.366626","-71.049638","1992","1","0.04 acres","condominium"
"150 Seaport Blvd #14D, Boston, MA 02210 - Condo For Sale","5100000","2210","SingleFamilyResidence","1752","2 / 1","2","150 Seaport Blvd #14D","42.350754","-71.042766","2022","2","community-pool","condominium"
"10 Avery St #B3-15, Boston, MA 02111 - Condo For Sale","210000","2111","SingleFamilyResidence","200","0","0","10 Avery St #B3-15","42.353102","-71.06334","1999","1","No","condominium"
"150 Seaport Blvd #18F, Boston, MA 02210 - Condo For Sale","4950000","2210","SingleFamilyResidence","1803","2 / 1","2","150 Seaport Blvd #18F","42.350754","-71.042766","2022","2","community-pool","condominium"
"765 E 3rd St #303, South Boston, MA 02127 - Condo For Sale","1075000","2127","SingleFamilyResidence","1074","2","2","765 E 3rd St #303","42.336482","-71.028854","2023","0","0.23 acres","condominium"
"57 Hancock St, Boston, MA 02114 - Single-Family Home For Sale","11500000","2114","SingleFamilyResidence","7777","7 / 1","6","57 Hancock St","42.359475","-71.064529","1870","0","0.04 acres","single-family-home"
"150 Seaport Blvd #17E, Boston, MA 02210 - Condo For Sale","9550000","2210","SingleFamilyResidence","2497","3 / 1","3","150 Seaport Blvd #17E","42.350754","-71.042766","2022","2","community-pool","condominium"
"8 Chestnut Ave #1, Boston, MA 02130 - Condo For Sale","388000","2130","SingleFamilyResidence","526","1","1","8 Chestnut Ave #1","42.322344","-71.101894","1935","0","0.14 acres","condominium"
"135 Seaport Blvd #1103, Boston, MA 02210 - Condo For Sale","1425000","2210","SingleFamilyResidence","857","1","1","135 Seaport Blvd #1103","42.349975","-71.043532","2019","1","No","condominium"
"1 Dalton St #5204, Boston, MA 02115 - Condo For Sale","8950000","2115","SingleFamilyResidence","2575","3 / 1","3","1 Dalton St #5204","42.345665","-71.084036","2015","2","No","condominium"
"32 Homestead St, Boston, MA 02121 - Land For Sale","425000","2121","SingleFamilyResidence","0","0","0","32 Homestead St","42.313957","-71.0942","not available","0","0.12 acres","land"
"6 Edgerly Pl #402/403, Boston, MA 02116 - Condo For Sale","2075000","2116","SingleFamilyResidence","1876","2","2","6 Edgerly Pl #402/403","42.349331","-71.068766","1910","1","No","condominium"
"1 Franklin St #5303, Boston, MA 02110 - Condo For Sale","5500000","2110","SingleFamilyResidence","2773","4 / 1","3","1 Franklin St #5303","42.355715","-71.059183","2016","2","community-pool, private-pool","condominium"
"301 Border St #413, East Boston, MA 02128 - Condo For Sale","849900","2128","SingleFamilyResidence","1061","2 / 1","2","301 Border St #413","42.377929","-71.039795","2023","1","No","condominium"
"10 Charlesgate E #201, Boston, MA 02215 - Condo For Sale","1348000","2215","SingleFamilyResidence","1171","2","2","10 Charlesgate E #201","42.349899","-71.091249","1910","0","No","condominium"
"1337 Blue Hill Ave, Boston, MA 02126 - Land For Sale","1500000","2126","SingleFamilyResidence","0","0","0","1337 Blue Hill Ave","42.278227","-71.093913","not available","0","0.18 acres","land"
"765 E 3rd St #302, South Boston, MA 02127 - Condo For Sale","1075000","2127","SingleFamilyResidence","1074","2","2","765 E 3rd St #302","42.336482","-71.028854","2023","0","0.23 acres","condominium"
"41 Greenough Ave #R, Boston, MA 02130 - Condo For Sale","1459000","2130","SingleFamilyResidence","2060","3 / 1","3","41 Greenough Ave #R","42.308927","-71.112242","1855","0","0.22 acres","condominium"
"425 Lagrange St #112, Boston, MA 02132 - Condo For Sale","675000","2132","SingleFamilyResidence","1038","2","2","425 Lagrange St #112","42.281012","-71.158949","2023","2","0.62 acres","condominium"
"647 Boylston St #PH3C, Boston, MA 02116 - Home For Sale","4395000","2116","SingleFamilyResidence","2956","2 / 1","3","647 Boylston St #PH3C","42.3500664","-71.0783991","2015","1","No","home"
"33 Leyden St #4, Boston, MA 02128 - Condo For Sale","699900","2128","SingleFamilyResidence","1105","2","3","33 Leyden St #4","42.390213","-71.011279","2023","0","No","condominium"
"33 Leyden St #5, Boston, MA 02128 - Condo For Sale","499900","2128","SingleFamilyResidence","600","1","1","33 Leyden St #5","42.390213","-71.011279","2023","0","No","condominium"
"33 Leyden St #3, Boston, MA 02128 - Condo For Sale","679900","2128","SingleFamilyResidence","1105","2","3","33 Leyden St #3","42.390213","-71.011279","2023","0","No","condominium"
"33 Fayette St, Boston, MA 02116 - Single-Family Home For Sale","3600000","2116","SingleFamilyResidence","3083","3 / 1","4","33 Fayette St","42.348808","-71.067768","1825","0","0.02 acres","single-family-home"
"776 Boylston St #E12C, Boston, MA 02199 - Condo For Sale","29000000","2199","SingleFamilyResidence","8360","5 / 3","4","776 Boylston St #E12C","42.348728","-71.081696","2008","3","No","condominium"
"69 Church St #5, Boston, MA 02116 - Condo For Sale","1400000","2116","SingleFamilyResidence","909","2","2","69 Church St #5","42.350144","-71.068417","1920","1","community-pool","condominium"
"69 Church St #4, Boston, MA 02116 - Condo For Sale","1349000","2116","SingleFamilyResidence","913","2","2","69 Church St #4","42.350144","-71.068417","1920","1","community-pool","condominium"
"69 Church St #6, Boston, MA 02116 - Condo For Sale","2995000","2116","SingleFamilyResidence","2022","3","3","69 Church St #6","42.350144","-71.068417","1920","1","community-pool","condominium"
