"address","price","postal_code","residence_type","floor_size","number_of_bathrooms","number_of_bedrooms","street_address","latitude","longitude","year_built","garage","pool","house_type"
"195 Marlborough St #2, Boston, MA 02116 - Condo For Sale","2250000","2116","SingleFamilyResidence","1404","2","2","195 Marlborough St #2","42.352563","-71.080628","1880","0","0.03 acres","condominium"
"425 Lagrange St #302, Boston, MA 02132 - Condo For Sale","795500","2132","SingleFamilyResidence","1030","2","2","425 Lagrange St #302","42.281012","-71.158949","2023","2","0.62 acres","condominium"
"180 Telford St #311, Brighton, MA 02135 - Condo For Sale","1199000","2135","SingleFamilyResidence","1105","2","2","180 Telford St #311","42.363603","-71.137889","2017","2","No","condominium"
"142 P St #2, Boston, MA 02127 - Condo For Sale","2149000","2127","SingleFamilyResidence","2358","3 / 1","4","142 P St #2","42.333583","-71.026851","2024","2","No","condominium"
"142 P St #5, Boston, MA 02127 - Condo For Sale","1999000","2127","SingleFamilyResidence","2463","3 / 1","4","142 P St #5","42.333583","-71.026851","2024","2","No","condominium"
"92-94 George #103, Boston, MA 02119 - Condo For Sale","450000","2119","SingleFamilyResidence","628","1","1","92-94 George #103","42.325782","-71.072263","2022","1","0.04 acres","condominium"
"735 Vfw Pkwy #735, Boston, MA 02132 - Condo For Sale","565000","2132","SingleFamilyResidence","912","1","2","735 Vfw Pkwy #735","42.29298","-71.164139","1940","1","No","condominium"
"140 Shawmut Ave #6A, Boston, MA 02118 - Condo For Sale","3399000","2118","SingleFamilyResidence","2597","3 / 1","3","140 Shawmut Ave #6A","42.345964","-71.065781","2017","2","No","condominium"
"65 Chester St #9, Boston, MA 02134 - Home For Sale","475000","2134","SingleFamilyResidence","650","1","2","65 Chester St #9","42.352831","-71.128172","1920","0","0.01 acres","home"
"40 Traveler St #201, Boston, MA 02118 - Condo For Sale","1250000","2118","SingleFamilyResidence","1347","2 / 1","2","40 Traveler St #201","42.344318","-71.062452","2018","1","No","condominium"
"55 Walk Hill Street #UNIT 2, Boston, MA 02130 - Condo For Sale","680000","2130","SingleFamilyResidence","1250","2","3","55 Walk Hill Street #UNIT 2","42.293969","-71.114751","1910","0","No","condominium"
"1 Avery St #10G, Boston, MA 02111 - Home For Sale","1299000","2111","SingleFamilyResidence","1402","2 / 1","2","1 Avery St #10G","42.353613","-71.062871","2000","1","0.03 acres","home"
"131 Park Dr #36, Boston, MA 02215 - Condo For Sale","630000","2215","SingleFamilyResidence","575","1","1","131 Park Dr #36","42.341755","-71.097925","1910","0","0.01 acres","condominium"
"193 Saint Botolph St #5, Boston, MA 02115 - Condo For Sale","1425000","2115","SingleFamilyResidence","1100","1","2","193 Saint Botolph St #5","42.34286","-71.083573","1890","1","0.03 acres","condominium"
"106 13th St #306, Boston, MA 02129 - Condo For Sale","662000","2129","SingleFamilyResidence","1051","2","2","106 13th St #306","42.377678","-71.050473","1920","1","community-pool","condominium"
"480 W Broadway #301, Boston, MA 02127 - Condo For Sale","825000","2127","SingleFamilyResidence","1005","1 / 1","2","480 W Broadway #301","42.33573","-71.045646","2023","1","No","condominium"
"184 Beacon St, Boston, MA 02116 - Condo For Sale","7250000","2116","SingleFamilyResidence","3577","2 / 2","3","184 Beacon St","42.354405","-71.077285","1899","2","No","condominium"
"211 Condor St #8, Boston, MA 02128 - Condo For Sale","849900","2128","SingleFamilyResidence","1252","2","2","211 Condor St #8","42.38249","-71.032807","2021","1","No","condominium"
"356 Princeton St #1, Boston, MA 02128 - Condo For Sale","474900","2128","SingleFamilyResidence","791","1","2","356 Princeton St #1","42.380962","-71.027222","1900","0","No","condominium"
"1 Franklin St #1003, Boston, MA 02110 - Condo For Sale","1995000","2110","SingleFamilyResidence","1406","2","2","1 Franklin St #1003","42.355715","-71.059183","2016","1","community-pool","condominium"
"45 Hemenway St #B, Boston, MA 02115 - Condo For Sale","769000","2115","SingleFamilyResidence","845","1","2","45 Hemenway St #B","42.345361","-71.089773","1870","0","0.02 acres","condominium"
"2400 Beacon St #211, Chestnut Hill, MA 02467 - Condo For Sale","995000","2467","SingleFamilyResidence","1206","1 / 1","2","2400 Beacon St #211","42.333653","-71.153113","2006","1","No","condominium"
"601-611 E Broadway #301, Boston, MA 02127 - Condo For Sale","899000","2127","SingleFamilyResidence","1054","2","2","601-611 E Broadway #301","42.335348","-71.040186","1910","0","0.02 acres","condominium"
"9 Grant Pl #5, Boston, MA 02124 - Condo For Sale","699000","2124","SingleFamilyResidence","1481","2 / 1","2","9 Grant Pl #5","42.274853","-71.070585","2006","0","0.03 acres","condominium"
"10 Saint Rose St #1, Boston, MA 02130 - Condo For Sale","679000","2130","SingleFamilyResidence","1263","1","3","10 Saint Rose St #1","42.304403","-71.115158","1905","1","0.03 acres","condominium"
"127 Washington St #3C, Dorchester, MA 02121 - Condo For Sale","479999","2121","SingleFamilyResidence","1215","2","3","127 Washington St #3C","42.304836","-71.080208","1900","1","No","condominium"
"84 O St #3, Boston, MA 02127 - Condo For Sale","929000","2127","SingleFamilyResidence","1231","1 / 1","3","84 O St #3","42.33532","-71.029046","1890","0","0.03 acres","condominium"
"20 Salman St, West Roxbury, MA 02132 - Single-Family Home For Sale","1149900","2132","SingleFamilyResidence","3513","4 / 1","6","20 Salman St","42.265925","-71.165437","1984","0","0.21 acres","multi-story"
"27 Parker St #2A, Boston, MA 02129 - Condo For Sale","772000","2129","SingleFamilyResidence","1029","1 / 1","2","27 Parker St #2A","42.38305","-71.07942","1890","0","No","condominium"
"67 Williams Ave, Boston, MA 02136 - Single-Family Home For Sale","779000","2136","SingleFamilyResidence","1652","1 / 1","3","67 Williams Ave","42.248808","-71.118078","1960","1","0.09 acres","single-family-home"
"1910 Dorchester Ave #506, Boston, MA 02124 - Condo For Sale","539000","2124","SingleFamilyResidence","1002","1","2","1910 Dorchester Ave #506","42.284284","-71.064496","2006","1","community-pool","condominium"
"210 W Springfield St, Boston, MA 02118 - Condo For Sale","3385000","2118","SingleFamilyResidence","2250","4 / 1","4","210 W Springfield St","42.340399","-71.080546","1899","0","No","condominium"
"180 Telford St #502, Boston, MA 02135 - Condo For Sale","599000","2135","SingleFamilyResidence","662","1","1","180 Telford St #502","42.363815","-71.137644","2018","1","No","condominium"
"3305-3309 Washington St #401, Boston, MA 02130 - Condo For Sale","920000","2130","SingleFamilyResidence","1197","2","2","3305-3309 Washington St #401","42.310583","-71.103806","2022","1","No","condominium"
"5A Mount Vernon St #3, Boston, MA 02125 - Condo For Sale","899000","2125","SingleFamilyResidence","1578","2 / 1","2","5A Mount Vernon St #3","42.322529","-71.059923","2006","0","No","condominium"
"2 Spruce St, Boston, MA 02108 - Single-Family Home For Sale","6495000","2108","SingleFamilyResidence","6205","5 / 2","5","2 Spruce St","42.357277","-71.06796","1914","0","0.03 acres","multi-story"
"5 Walker St, Boston, MA 02129 - Single-Family Home For Sale","950000","2129","SingleFamilyResidence","1463","1","4","5 Walker St","42.378368","-71.067522","1850","0","0.03 acres","single-family-home"
"32 Perthshire Rd #2, Boston, MA 02135 - Home For Sale","1249000","2135","SingleFamilyResidence","2118","3","5","32 Perthshire Rd #2","42.353454","-71.166783","2023","3","No","home"
"32 Perthshire Rd #1, Boston, MA 02135 - Condo For Sale","1149000","2135","SingleFamilyResidence","2105","3","6","32 Perthshire Rd #1","42.353454","-71.166783","2023","0","No","condominium"
"8 Whittier Pl #23B, Boston, MA 02114 - Condo For Sale","579000","2114","SingleFamilyResidence","935","1","1","8 Whittier Pl #23B","42.365484","-71.06728","1964","0","0.02 acres","condominium"
"20 Beacon St, Boston, MA 02108 - Condo For Sale","7799000","2108","SingleFamilyResidence","3781","3 / 2","3","20 Beacon St","42.357809","-71.062736","1899","1","0.08 acres","condominium"
"425 Bunker Hill St #2, Charlestown, MA 02129 - Condo For Sale","939000","2129","SingleFamilyResidence","1359","2","4","425 Bunker Hill St #2","42.383134","-71.070679","1885","0","No","condominium"
"17 Wellesley Park, Boston, MA 02124 - Single-Family Home For Sale","959000","2124","SingleFamilyResidence","2704","2","5","17 Wellesley Park","42.296577","-71.066189","1897","99","0.08 acres","single-family-home"
"445 Beacon St #2, Boston, MA 02115 - Home For Sale","2125000","2115","SingleFamilyResidence","1198","2","2","445 Beacon St #2","42.351173","-71.087498","1880","1","No","home"
"375 Border St #375, Boston, MA 02128 - Home For Sale","1099000","2128","SingleFamilyResidence","1450","2 / 1","3","375 Border St #375","42.379993","-71.040046","2015","2","No","home"
"1106 Saratoga St, East Boston, MA 02128 - Single-Family Home For Sale","1799900","2128","SingleFamilyResidence","1932","2","3","1106 Saratoga St","42.385079","-71.002036","1915","0","0.09 acres","single-family-home"
"1106 Saratoga St, Boston, MA 02128 - Land For Sale","1799900","2128","SingleFamilyResidence","0","0","0","1106 Saratoga St","42.385079","-71.002036","not available","0","0.19 acres","land"
"891 Vfw Pkwy, Boston, MA 02132 - Home For Sale","799000","2132","SingleFamilyResidence","1795","1 / 1","4","891 Vfw Pkwy","42.28913","-71.170914","1940","2","0.21 acres","home"
"160 Mount Vernon St, Boston, MA 02108 - Single-Family Home For Sale","9500000","2108","SingleFamilyResidence","4151","6 / 1","5","160 Mount Vernon St","42.357288","-71.071734","1890","1","0.03 acres","single-family-home"
"420 W Broadway #604, Boston, MA 02127 - Condo For Sale","1049000","2127","SingleFamilyResidence","876","1","2","420 W Broadway #604","42.336741","-71.047227","2019","2","No","condominium"
"4 Mercer St #4, Boston, MA 02127 - Condo For Sale","790000","2127","SingleFamilyResidence","1416","2","2","4 Mercer St #4","42.333497","-71.048809","1988","1","No","condominium"
"1 Franklin St #5203, Boston, MA 02110 - Condo For Sale","5300000","2110","SingleFamilyResidence","2773","4 / 1","3","1 Franklin St #5203","42.355715","-71.059183","2016","2","community-pool","condominium"
"1 Charles St S #11A, Boston, MA 02116 - Condo For Sale","3795000","2116","SingleFamilyResidence","2479","4 / 1","3","1 Charles St S #11A","42.351175","-71.067323","2004","2","0.06 acres","condominium"
"20 Monument Sq, Boston, MA 02129 - Single-Family Home For Sale","3950000","2129","SingleFamilyResidence","5500","5 / 2","5","20 Monument Sq","42.376985","-71.060199","1862","0","0.06 acres","single-family-home"
"20 Maryland St #1, Boston, MA 02125 - Condo For Sale","699900","2125","SingleFamilyResidence","1051","2","2","20 Maryland St #1","42.311255","-71.055325","1965","0","No","condominium"
"300 Boylston St #709, Boston, MA 02116 - Condo For Sale","4250000","2116","SingleFamilyResidence","2603","2 / 1","2","300 Boylston St #709","42.351864","-71.069825","1988","2","No","condominium"
"35 Leyden St #4, Boston, MA 02128 - Home For Sale","699995","2128","SingleFamilyResidence","1193","2","2","35 Leyden St #4","42.3902","-71.011111","2022","1","community-pool","home"
"100 Shawmut Ave #1108, Boston, MA 02118 - Condo For Sale","779900","2118","SingleFamilyResidence","558","1","0","100 Shawmut Ave #1108","42.346582","-71.065599","2021","0","No","condominium"
"726 E 8th St #2, South Boston, MA 02127 - Condo For Sale","2150000","2127","SingleFamilyResidence","2046","3 / 1","3","726 E 8th St #2","42.331654","-71.0324","2023","1","No","condominium"
"10 Jamaicaway #2, Boston, MA 02130 - Home For Sale","389900","2130","SingleFamilyResidence","650","1","1","10 Jamaicaway #2","42.3313","-71.112404","1920","0","0.01 acres","home"
"322-324 W 4th #PH6, Boston, MA 02127 - Condo For Sale","1375000","2127","SingleFamilyResidence","1533","2","2","322-324 W 4th #PH6","42.337972","-71.051076","2008","0","No","condominium"
"1 Cefalo Rd, Boston, MA 02132 - Single-Family Home For Sale","1799000","2132","SingleFamilyResidence","3649","3 / 1","4","1 Cefalo Rd","42.288219","-71.14585","2021","2","0.22 acres","single-family-home"
"1 Leonard Pl #TWO, Boston, MA 02127 - Condo For Sale","1049000","2127","SingleFamilyResidence","1267","2","2","1 Leonard Pl #TWO","42.334826","-71.031647","2018","1","No","condominium"
"Open House: 5:00 PM - 6:30 PM at 1 Leonard Pl #TWO","1049000","","v","","","","","","","","","",""
"4 Ransom Rd #4, Boston, MA 02135 - Condo For Sale","435000","2135","SingleFamilyResidence","400","1","1","4 Ransom Rd #4","42.34351","-71.144456","1930","1","No","condominium"
"81 E Brookline St #3, Boston, MA 02118 - Home For Sale","629900","2118","SingleFamilyResidence","643","1","2","81 E Brookline St #3","42.337507","-71.07024","1910","0","0.01 acres","home"
"12 Stoneholm St #320, Boston, MA 02115 - Home For Sale","699000","2115","SingleFamilyResidence","723","1","2","12 Stoneholm St #320","42.345821","-71.088631","2006","1","0.02 acres","home"
"10 Bradbury St #10, Boston, MA 02134 - Condo For Sale","1099888","2134","SingleFamilyResidence","2025","2 / 1","4","10 Bradbury St #10","42.358716","-71.132621","2015","1","No","condominium"
"2 Avery St #21E, Boston, MA 02111 - Condo For Sale","5800000","2111","SingleFamilyResidence","3246","3 / 1","4","2 Avery St #21E","42.35287","-71.062998","2001","2","community-pool","condominium"
"48 Coffey St #1C, Boston, MA 02122 - Condo For Sale","465000","2122","SingleFamilyResidence","913","1","2","48 Coffey St #1C","42.289272","-71.048985","1968","2","0.02 acres","condominium"
"13 Russell St #1, Boston, MA 02129 - Condo For Sale","799000","2129","SingleFamilyResidence","858","1 / 1","2","13 Russell St #1","42.379334","-71.064669","1870","0","No","condominium"
"175 Poplar St #4, Boston, MA 02131 - Condo For Sale","749900","2131","SingleFamilyResidence","1385","2","2","175 Poplar St #4","42.282251","-71.128257","1920","2","No","condominium"
"14B Porter St #2, Boston, MA 02130 - Condo For Sale","789000","2130","SingleFamilyResidence","1548","2","3","14B Porter St #2","42.31567","-71.10319","2023","0","0.05 acres","condominium"
"47 Harvest St #2, Boston, MA 02125 - Condo For Sale","665000","2125","SingleFamilyResidence","930","2 / 1","2","47 Harvest St #2","42.323337","-71.058856","1905","0","No","condominium"
"22 Worcester Sq #1, Boston, MA 02118 - Condo For Sale","2850000","2118","SingleFamilyResidence","3016","2 / 1","3","22 Worcester Sq #1","42.336742","-71.074263","1900","2","0.06 acres","condominium"
"342 W 3rd St #1, Boston, MA 02127 - Condo For Sale","975000","2127","SingleFamilyResidence","1110","1 / 1","2","342 W 3rd St #1","42.336504","-71.044913","1880","0","No","condominium"
"500 Atlantic Ave #16N, Boston, MA 02210 - Home For Sale","3269000","2210","SingleFamilyResidence","2519","4 / 1","3","500 Atlantic Ave #16N","42.35411","-71.05228","2006","1","community-pool","home"
"1330 Commonwealth Ave #16, Boston, MA 02134 - Home For Sale","445000","2134","SingleFamilyResidence","565","1","2","1330 Commonwealth Ave #16","42.348025","-71.135062","1920","0","0.01 acres","home"
"2 Avery St #33B, Boston, MA 02111 - Condo For Sale","1550000","2111","SingleFamilyResidence","1032","2","2","2 Avery St #33B","42.35287","-71.062998","2000","1","No","condominium"
"40 Isabella St #3E, Boston, MA 02116 - Condo For Sale","1749000","2116","SingleFamilyResidence","1450","2","3","40 Isabella St #3E","42.348399","-71.071053","1904","2","No","condominium"
"566 Columbus Ave #603, Boston, MA 02118 - Condo For Sale","2250000","2118","SingleFamilyResidence","1546","2 / 1","2","566 Columbus Ave #603","42.340805","-71.081022","2023","1","No","condominium"
"566 Columbus Ave #102, Boston, MA 02118 - Condo For Sale","1675000","2118","SingleFamilyResidence","1612","2 / 1","2","566 Columbus Ave #102","42.340805","-71.081022","2023","1","No","condominium"
"566 Columbus Ave #309, Boston, MA 02118 - Condo For Sale","1475000","2118","SingleFamilyResidence","1130","2","2","566 Columbus Ave #309","42.340805","-71.081022","2023","0","No","condominium"
"191 Condor St #2, Boston, MA 02128 - Condo For Sale","725000","2128","SingleFamilyResidence","1286","2","2","191 Condor St #2","42.382589","-71.033452","2022","2","No","condominium"
"191 Condor St #6, Boston, MA 02128 - Condo For Sale","669000","2128","SingleFamilyResidence","965","2","2","191 Condor St #6","42.382589","-71.033452","2022","1","No","condominium"
"19 W Tremlett St #1, Dorchester Center, MA 02124 - Condo For Sale","499999","2124","SingleFamilyResidence","852","2","2","19 W Tremlett St #1","42.294503","-71.073199","2023","0","No","condominium"
"70 Leo M Birmingham Pkwy #610, Boston, MA 02135 - Condo For Sale","1550000","2135","SingleFamilyResidence","1296","2","2","70 Leo M Birmingham Pkwy #610","42.359145","-71.146848","2023","2","No","condominium"
"584 E 4th St #1, Boston, MA 02127 - Condo For Sale","974999","2127","SingleFamilyResidence","1075","2 / 1","2","584 E 4th St #1","42.334782","-71.041308","1875","0","0.03 acres","condominium"
"126 Prince St #5, Boston, MA 02113 - Condo For Sale","668500","2113","SingleFamilyResidence","610","1","2","126 Prince St #5","42.366053","-71.057194","1920","0","No","condominium"
"46 Appleton St, Boston, MA 02116 - Single-Family Home For Sale","4395000","2116","SingleFamilyResidence","3751","3 / 1","5","46 Appleton St","42.345706","-71.071992","1890","1","No","multi-story"
"35 Tuckerman St #A, Boston, MA 02127 - Condo For Sale","1215000","2127","SingleFamilyResidence","2130","2 / 1","3","35 Tuckerman St #A","42.331578","-71.054926","2009","2","0.06 acres","condominium"
"68 Beacon St #4, Somerville, MA 02143 - Condo For Sale","1295000","2143","SingleFamilyResidence","1533","2 / 1","2","68 Beacon St #4","42.358139","-71.06179","2013","1","No","condominium"
"409 Commonwealth Ave #K, Boston, MA 02215 - Condo For Sale","4995000","2215","SingleFamilyResidence","3003","2 / 1","3","409 Commonwealth Ave #K","42.349465","-71.09098","1899","3","No","condominium"
"20 Ufford St, Boston, MA 02124 - Land For Sale","784000","2124","SingleFamilyResidence","2500","2","4","20 Ufford St","42.284215","-71.07994","2023","0","No","land"
"32 Traveler St #506, Boston, MA 02118 - Condo For Sale","1150000","2118","SingleFamilyResidence","873","1","1","32 Traveler St #506","42.344465","-71.063402","2015","1","No","condominium"
"50 Draper St #2, Boston, MA 02122 - Condo For Sale","679000","2122","SingleFamilyResidence","1190","2","3","50 Draper St #2","42.303051","-71.064292","1925","0","No","condominium"
"1 Dalton St #4601, Boston, MA 02115 - Condo For Sale","7800000","2115","SingleFamilyResidence","2663","2 / 1","2","1 Dalton St #4601","42.345665","-71.084036","2019","2","community-pool","condominium"
"15-17 Nottinghill Rd #1, Boston, MA 02135 - Condo For Sale","888000","2135","SingleFamilyResidence","1100","1 / 1","3","15-17 Nottinghill Rd #1","42.343937","-71.150225","1920","0","0.09 acres","condominium"
"44 Cottage St #3, Boston, MA 02128 - Condo For Sale","899000","2128","SingleFamilyResidence","1114","2 / 1","2","44 Cottage St #3","42.366925","-71.036068","2023","0","No","condominium"
"50-56 Broadlawn Park #316, Boston, MA 02132 - Condo For Sale","469000","2132","SingleFamilyResidence","1165","2","2","50-56 Broadlawn Park #316","42.302516","-71.164119","1974","0","community-pool","condominium"
"170 Ashmont St #15, Boston, MA 02124 - Condo For Sale","519000","2124","SingleFamilyResidence","1025","1","2","170 Ashmont St #15","42.285801","-71.064677","1899","0","0.02 acres","condominium"
"139 Forest Hills St #2, Boston, MA 02130 - Condo For Sale","685000","2130","SingleFamilyResidence","1061","1","3","139 Forest Hills St #2","42.307533","-71.102849","1905","0","No","condominium"
"234 Temple St, Boston, MA 02132 - Single-Family Home For Sale","774900","2132","SingleFamilyResidence","1666","1 / 1","4","234 Temple St","42.28414","-71.167387","1909","1","0.16 acres","single-family-home"
"52 Fayette St #1, Boston, MA 02116 - Condo For Sale","1350000","2116","SingleFamilyResidence","1130","2 / 1","2","52 Fayette St #1","42.348306","-71.068285","1875","0","0.03 acres","condominium"
"260 Bolton St #1, Boston, MA 02127 - Condo For Sale","949000","2127","SingleFamilyResidence","1093","2","3","260 Bolton St #1","42.33776","-71.046133","2017","0","No","condominium"
"465 Park Dr #D, Boston, MA 02215 - Condo For Sale","359000","2215","SingleFamilyResidence","380","1","1","465 Park Dr #D","42.3462905","-71.1044921","1910","0","0.01 acres","condominium"
"287 Stratford St, Boston, MA 02132 - Single-Family Home For Sale","1199000","2132","SingleFamilyResidence","2586","3","4","287 Stratford St","42.277814","-71.143423","1925","1","0.17 acres","single-family-home"
"43 Westchester Rd, Boston, MA 02130 - Single-Family Home For Sale","1180000","2130","SingleFamilyResidence","1859","2","3","43 Westchester Rd","42.303853","-71.127034","1940","2","0.19 acres","single-family-home"
"Open House: 11:00 AM - 12:30 PM at 43 Westchester Rd","1180000","","v","","","","","","","","","",""
"64 W Milton St, Boston, MA 02136 - Single-Family Home For Sale","799900","2136","SingleFamilyResidence","1738","1","4","64 W Milton St","42.239496","-71.139073","1910","1","0.11 acres","single-family-home"
"500 Atlantic Ave #17K, Boston, MA 02210 - Condo For Sale","4730000","2210","SingleFamilyResidence","3385","4 / 1","3","500 Atlantic Ave #17K","42.353854","-71.052002","2006","2","community-pool","condominium"
"329 Shawmut Ave #2, Boston, MA 02118 - Condo For Sale","2300000","2118","SingleFamilyResidence","1630","2 / 1","2","329 Shawmut Ave #2","42.341947","-71.071308","1890","0","No","condominium"
"170 Tremont St #1601, Boston, MA 02111 - Condo For Sale","1525000","2111","SingleFamilyResidence","1430","2","3","170 Tremont St #1601","42.353688","-71.063844","1989","1","No","condominium"
"309 E St #36, Boston, MA 02127 - Condo For Sale","1049999","2127","SingleFamilyResidence","1349","2","2","309 E St #36","42.337227","-71.049638","2015","2","No","condominium"
"360 Newbury St #501, Boston, MA 02115 - Condo For Sale","1475000","2115","SingleFamilyResidence","1215","2","2","360 Newbury St #501","42.347934","-71.087755","1918","0","No","condominium"
"1 Charles Street South #UNIT 1612, Boston, MA 02116 - Condo For Sale","1549000","2116","SingleFamilyResidence","1238","2","2","1 Charles Street South #UNIT 1612","42.351175","-71.067323","2004","1","0.03 acres","condominium"
"1 Charles St S #201, Boston, MA 02116 - Condo For Sale","1100000","2116","SingleFamilyResidence","725","1","1","1 Charles St S #201","42.351175","-71.067323","2004","1","0.02 acres","condominium"
"534-538 Commonwealth Ave #7D, Boston, MA 02215 - Condo For Sale","850000","2215","SingleFamilyResidence","864","2","2","534-538 Commonwealth Ave #7D","42.348452","-71.096547","1910","0","0.02 acres","condominium"
"72 Lubec St #24, East Boston, MA 02128 - Condo For Sale","499000","2128","SingleFamilyResidence","750","1","2","72 Lubec St #24","42.370852","-71.033341","1899","0","No","condominium"
"135 Seaport Blvd #705, Boston, MA 02210 - Condo For Sale","1695000","2210","SingleFamilyResidence","1025","2","2","135 Seaport Blvd #705","42.349975","-71.043532","2018","1","community-pool","condominium"
"1 Franklin St #2312, Boston, MA 02110 - Condo For Sale","2295000","2110","SingleFamilyResidence","1308","2","2","1 Franklin St #2312","42.355726","-71.059236","2016","1","community-pool","condominium"
"40 Traveler St #412A, Boston, MA 02118 - Condo For Sale","795000","2118","SingleFamilyResidence","577","1","1","40 Traveler St #412A","42.344318","-71.062452","2018","0","No","condominium"
"400 Stuart St #29C, Boston, MA 02116 - Condo For Sale","1950000","2116","SingleFamilyResidence","1134","2","1","400 Stuart St #29C","42.348908","-71.073778","2009","1","0.03 acres","condominium"
"20-20A Chestnut St #1, Boston, MA 02108 - Condo For Sale","7495000","2108","SingleFamilyResidence","3640","3 / 1","4","20-20A Chestnut St #1","42.357179","-71.069125","1880","1","0.04 acres","condominium"
"147 West St, Boston, MA 02136 - Land For Sale","1400000","2136","SingleFamilyResidence","0","0","0","147 West St","42.26226","-71.122608","not available","0","0.36 acres","land"
"111 Perkins St #92, Boston, MA 02130 - Home For Sale","549000","2130","SingleFamilyResidence","1130","1","2","111 Perkins St #92","42.322493","-71.115654","1963","1","community-pool","home"
"42 8th St #2103, Boston, MA 02129 - Condo For Sale","850000","2129","SingleFamilyResidence","1120","2","2","42 8th St #2103","42.375045","-71.052655","1899","1","community-pool","condominium"
"46 N Bennet St #1, Boston, MA 02113 - Condo For Sale","495000","2113","SingleFamilyResidence","587","1","1","46 N Bennet St #1","42.365653","-71.054965","1899","0","0.01 acres","condominium"
"120 Bradlee St #8, Boston, MA 02136 - Condo For Sale","265000","2136","SingleFamilyResidence","750","1","1","120 Bradlee St #8","42.27141","-71.118355","1970","0","community-pool","condominium"
"150 Seaport Blvd #6D, Boston, MA 02210 - Condo For Sale","4600000","2210","SingleFamilyResidence","1752","2 / 1","2","150 Seaport Blvd #6D","42.350754","-71.042766","2022","2","community-pool","condominium"
"90 Broadway #2C, Boston, MA 02116 - Condo For Sale","1250000","2116","SingleFamilyResidence","960","1 / 1","2","90 Broadway #2C","42.349951","-71.067077","1996","0","0.02 acres","condominium"
"246 Itasca St, Boston, MA 02126 - Single-Family Home For Sale","499000","2126","SingleFamilyResidence","936","1","3","246 Itasca St","42.272423","-71.103282","1950","0","0.14 acres","single-family-home"
"Open House: 1:00 PM - 4:00 PM at 246 Itasca St","499000","","v","","","","","","","","","",""
"46 Upton St #1, Boston, MA 02118 - Condo For Sale","1399000","2118","SingleFamilyResidence","1319","2","2","46 Upton St #1","42.342726","-71.072863","1890","0","0.03 acres","condominium"
"245 D St, Boston, MA 02127 - Land For Sale","2499990","2127","SingleFamilyResidence","0","0","0","245 D St","42.338431","-71.05103","not available","0","0.08 acres","land"
"6 Burton Ave #6, Boston, MA 02119 - Single-Family Home For Sale","1100000","2119","SingleFamilyResidence","2200","2 / 1","3","6 Burton Ave #6","42.321984","-71.080304","2023","0","0.13 acres","single-family-home"
"694 Metropolitan Ave, Boston, MA 02136 - Single-Family Home For Sale","499900","2136","SingleFamilyResidence","2074","1","4","694 Metropolitan Ave","42.262338","-71.116559","1905","0","0.15 acres","single-family-home"
"2 Howe Ter #8, Boston, MA 02125 - Condo For Sale","514999","2125","SingleFamilyResidence","1056","1 / 1","3","2 Howe Ter #8","42.310774","-71.064438","1989","0","0.03 acres","condominium"
"141 Dorchester Ave #611, South Boston, MA 02127 - Condo For Sale","1275000","2127","SingleFamilyResidence","1345","2","2","141 Dorchester Ave #611","42.334619","-71.047496","2008","1","community-pool","condominium"
"8 Whittier Pl #4H, Boston, MA 02114 - Condo For Sale","1150000","2114","SingleFamilyResidence","1515","2","3","8 Whittier Pl #4H","42.365484","-71.06728","1964","1","community-pool","condominium"
"156 Porter St #328, Boston, MA 02128 - Home For Sale","650000","2128","SingleFamilyResidence","1006","1","1","156 Porter St #328","42.371286","-71.032412","1910","1","0.02 acres","home"
"37 Harbor View St #3, Boston, MA 02125 - Condo For Sale","599000","2125","SingleFamilyResidence","1124","1","4","37 Harbor View St #3","42.317049","-71.054858","1905","0","No","condominium"
"157-165 Stanwood St, Boston, MA 02121 - Land For Sale","977000","2121","SingleFamilyResidence","0","0","0","157-165 Stanwood St","42.30717","-71.077319","not available","0","0.32 acres","land"
"45 Province St #1503, Boston, MA 02108 - Condo For Sale","1325000","2108","SingleFamilyResidence","1117","2","2","45 Province St #1503","42.357328","-71.059945","2007","1","0.03 acres","condominium"
"439 Shawmut Ave #5, Boston, MA 02118 - Condo For Sale","799999","2118","SingleFamilyResidence","781","1","1","439 Shawmut Ave #5","42.339715","-71.074881","1900","0","No","condominium"
"50 Bonair St, Boston, MA 02132 - Single-Family Home For Sale","849000","2132","SingleFamilyResidence","1380","1 / 1","3","50 Bonair St","42.292165","-71.164045","1940","1","0.18 acres","single-family-home"
"14 W Broadway #401, Boston, MA 02127 - Condo For Sale","995000","2127","SingleFamilyResidence","1435","2","2","14 W Broadway #401","42.342998","-71.056722","2018","1","No","condominium"
"5245 Washington St #9, Boston, MA 02132 - Condo For Sale","859900","2132","SingleFamilyResidence","1537","2","3","5245 Washington St #9","42.260193","-71.158846","2023","2","No","condominium"
"70 Leo M Birmingham Pkwy #105, Boston, MA 02135 - Condo For Sale","749000","2135","SingleFamilyResidence","774","1","1","70 Leo M Birmingham Pkwy #105","42.359145","-71.146848","2023","1","No","condominium"
"181 Cowper St #301, East Boston, MA 02128 - Condo For Sale","730000","2128","SingleFamilyResidence","1217","2","2","181 Cowper St #301","42.382011","-71.01328","2023","0","No","condominium"
